"variable" "activity_name" "subject_id" "mean(value)"
"tBodyAccJerk-X" "LAYING" 22 0.0752202242222222
"tBodyAccJerk-X" "LAYING" 23 0.0831787608333333
"tBodyAccJerk-X" "LAYING" 24 0.08072123275
"tBodyAccJerk-X" "LAYING" 25 0.0879071687671233
"tBodyAccJerk-X" "LAYING" 26 0.0866502529210526
"tBodyAccJerk-X" "LAYING" 27 0.0766268551324324
"tBodyAccJerk-X" "LAYING" 28 0.0780770644
"tBodyAccJerk-X" "LAYING" 29 0.0718861195971014
"tBodyAccJerk-X" "LAYING" 30 0.0752196666428571
"tBodyAccJerk-X" "SITTING" 1 0.0774825199574468
"tBodyAccJerk-X" "SITTING" 2 0.0722564387173913
"tBodyAccJerk-X" "SITTING" 3 0.0726098418653846
"tBodyAccJerk-X" "SITTING" 4 0.0784500239
"tBodyAccJerk-X" "SITTING" 5 0.0749577410909091
"tBodyAccJerk-X" "SITTING" 6 0.0754721635223636
"tBodyAccJerk-X" "SITTING" 7 0.0668519793125
"tBodyAccJerk-X" "SITTING" 8 0.0786713761086957
"tBodyAccJerk-X" "SITTING" 9 0.077005006374
"tBodyAccJerk-X" "SITTING" 10 0.0775372505185185
"tBodyAccJerk-X" "SITTING" 11 0.0761777324716981
"tBodyAccJerk-X" "SITTING" 12 0.0771277656078431
"tBodyAccJerk-X" "SITTING" 13 0.0752865881142857
"tBodyAccJerk-X" "SITTING" 14 0.0741878844074074
"tBodyAccJerk-X" "SITTING" 15 0.0784792788644068
"tBodyAccJerk-X" "SITTING" 16 0.0734346720289855
"tBodyAccJerk-X" "SITTING" 17 0.075070986171875
"tBodyAccJerk-X" "SITTING" 18 0.076622889
"tBodyAccJerk-X" "SITTING" 19 0.0753747129191781
"tBodyAccJerk-X" "SITTING" 20 0.0746568393030303
"tBodyAccJerk-X" "SITTING" 21 0.0757109789882353
"tBodyAccJerk-X" "SITTING" 22 0.0807687311935484
"tBodyAccJerk-X" "SITTING" 23 0.0770022352205882
"tBodyAccJerk-X" "SITTING" 24 0.0763318528529412
"tBodyAccJerk-X" "SITTING" 25 0.0752087009912308
"tBodyAccJerk-X" "SITTING" 26 0.0764443226333333
"tBodyAccJerk-X" "SITTING" 27 0.0779038963571429
"tBodyAccJerk-X" "SITTING" 28 0.0768671621527778
"tBodyAccJerk-X" "SITTING" 29 0.0745438102516667
"tBodyAccJerk-X" "SITTING" 30 0.0760057731790323
"tBodyAccJerk-X" "STANDING" 1 0.0753766542264151
"tBodyAccJerk-X" "STANDING" 2 0.0747588597592593
"tBodyAccJerk-X" "STANDING" 3 0.0750900622277049
"tBodyAccJerk-X" "STANDING" 4 0.0721328379857143
"tBodyAccJerk-X" "STANDING" 5 0.0725189859107143
"tBodyAccJerk-X" "STANDING" 6 0.0730699604561404
"tBodyAccJerk-X" "STANDING" 7 0.0751915112830189
"tBodyAccJerk-X" "STANDING" 8 0.0753739045185185
"tBodyAccJerk-X" "STANDING" 9 0.0760032053555556
"tBodyAccJerk-X" "STANDING" 10 0.0809784390227273
"tBodyAccJerk-X" "STANDING" 11 0.0760097721914894
"tBodyAccJerk-X" "STANDING" 12 0.0744631761967213
"tBodyAccJerk-X" "STANDING" 13 0.0758630962280702
"tBodyAccJerk-X" "STANDING" 14 0.0737933748485
"tBodyAccJerk-X" "STANDING" 15 0.0752280703207547
"tBodyAccJerk-X" "STANDING" 16 0.0736438905641026
"tBodyAccJerk-X" "STANDING" 17 0.0740864955641026
"tBodyAccJerk-X" "STANDING" 18 0.0753539482328767
"tBodyAccJerk-X" "STANDING" 19 0.0754120366712329
"tBodyAccJerk-X" "STANDING" 20 0.0763556159315068
"tBodyAccJerk-X" "STANDING" 21 0.0754543858764045
"tBodyAccJerk-X" "STANDING" 22 0.0752322891746032
"tBodyAccJerk-X" "STANDING" 23 0.0750206478676471
"tBodyAccJerk-X" "STANDING" 24 0.0746177416521739
"tBodyAccJerk-X" "STANDING" 25 0.0752337295675676
"tBodyAccJerk-X" "STANDING" 26 0.0753578207972973
"tBodyAccJerk-X" "STANDING" 27 0.074969980825
"tBodyAccJerk-X" "STANDING" 28 0.0753131601898734
"tBodyAccJerk-X" "STANDING" 29 0.0753052530307692
"tBodyAccJerk-X" "STANDING" 30 0.0752414472033898
"tBodyAccJerk-X" "WALKING" 1 0.0740416333157895
"tBodyAccJerk-X" "WALKING" 2 0.0618080696279661
"tBodyAccJerk-X" "WALKING" 3 0.0814745882660345
"tBodyAccJerk-X" "WALKING" 4 0.0783529082183333
"tBodyAccJerk-X" "WALKING" 5 0.0845888833571429
"tBodyAccJerk-X" "WALKING" 6 0.0699585876912281
"tBodyAccJerk-X" "WALKING" 7 0.0901462649192983
"tBodyAccJerk-X" "WALKING" 8 0.0703393490833333
"tBodyAccJerk-X" "WALKING" 9 0.0704357270480769
"tBodyAccJerk-X" "WALKING" 10 0.0857943809283019
"tBodyAccJerk-X" "WALKING" 11 0.0829709328491525
"tBodyAccJerk-X" "WALKING" 12 0.045764401482
"tBodyAccJerk-X" "WALKING" 13 0.0809590227198246
"tBodyAccJerk-X" "WALKING" 14 0.0720877913452542
"tBodyAccJerk-X" "WALKING" 15 0.0897770721666667
"tBodyAccJerk-X" "WALKING" 16 0.0770223771764706
"tBodyAccJerk-X" "WALKING" 17 0.0773188580032787
"tBodyAccJerk-X" "WALKING" 18 0.0767524278392857
"tBodyAccJerk-X" "WALKING" 19 0.0822246284461538
"tBodyAccJerk-X" "WALKING" 20 0.0841234323137255
"tBodyAccJerk-X" "WALKING" 21 0.0782251820211538
"tBodyAccJerk-X" "WALKING" 22 0.0627777634002174
"tBodyAccJerk-X" "WALKING" 23 0.0987319085964407
"tBodyAccJerk-X" "WALKING" 24 0.0731938975362069
"tBodyAccJerk-X" "WALKING" 25 0.0721720712281081
"tBodyAccJerk-X" "WALKING" 26 0.0652303740728813
"tBodyAccJerk-X" "WALKING" 27 0.0684331971807018
"tBodyAccJerk-X" "WALKING" 28 0.0931122231851852
"tBodyAccJerk-X" "WALKING" 29 0.0853743348528302
"tBodyAccJerk-X" "WALKING" 30 0.0688689970184615
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 1 0.0541553164897959
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 2 0.110040615569574
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 3 0.0725689294489796
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 4 0.0971862748866667
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 5 0.109650600459574
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 6 0.103681343708333
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 7 0.0968926184638298
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 8 0.118938088342105
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 9 0.130193043809524
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 10 0.100959387447368
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 11 0.0897168657173913
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 12 0.0621500251717391
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 13 0.101704538333298
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 14 0.0428631626711111
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 15 0.0711457160166667
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 16 0.0907857064255319
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 17 0.118250858006522
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 18 0.0809044045254545
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 19 0.0730930306923077
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 20 0.0695031058
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 21 0.0901452883333333
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 22 0.101584640833333
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 23 0.0578010605648148
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 24 0.0802619828545455
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 25 0.110656929396552
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 26 0.111470787918
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 27 0.0936273220295455
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 28 0.0972653457891304
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 29 0.0636871965479167
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 30 0.0883933037048387
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 1 0.101372729922642
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 2 0.0744507839572917
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 3 0.0426880986186441
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 4 0.0560971909634615
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 5 0.0795443483829787
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 6 0.07210675
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 7 0.0724649938509804
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 8 0.0813816809395122
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 9 0.0692266245755102
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 10 0.0648829303510638
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 11 0.0968561683092593
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 12 0.0728660813846154
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 13 0.0692442067545455
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 14 0.0803303022222222
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 15 0.07297243298125
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 16 0.0762526677
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 17 0.07680441704375
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 18 0.0812402028517241
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 19 0.08315450836225
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 20 0.0836451256901961
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 21 0.104034223065957
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 22 0.0877172239047619
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 23 0.0723649984647059
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 24 0.0862310100338983
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 25 0.0740041435707692
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 26 0.0755645318545455
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 27 0.0734763532039216
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 28 0.0706831871117647
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 29 0.106345193353878
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 30 0.0579840372876923
"tBodyAccJerk-Y" "LAYING" 1 0.0038382040088
"tBodyAccJerk-Y" "LAYING" 2 0.012254788451875
"tBodyAccJerk-Y" "LAYING" 3 0.0138041011306452
"tBodyAccJerk-Y" "LAYING" 4 0.00693313213968519
"tBodyAccJerk-Y" "LAYING" 5 0.00747460829615385
"tBodyAccJerk-Y" "LAYING" 6 -0.00114529240245614
"tBodyAccJerk-Y" "LAYING" 7 0.0250624183634615
"tBodyAccJerk-Y" "LAYING" 8 0.0233299159137037
"tBodyAccJerk-Y" "LAYING" 9 0.011561732718
"tBodyAccJerk-Y" "LAYING" 10 0.015698997097069
"tBodyAccJerk-Y" "LAYING" 11 0.0122193853629825
"tBodyAccJerk-Y" "LAYING" 12 0.00774408308
"tBodyAccJerk-Y" "LAYING" 13 0.0183441894580645
"tBodyAccJerk-Y" "LAYING" 14 -0.00831507059607843
"tBodyAccJerk-Y" "LAYING" 15 0.0123984271386111
"tBodyAccJerk-Y" "LAYING" 16 0.0132805054325714
"tBodyAccJerk-Y" "LAYING" 17 0.00706867100408451
"tBodyAccJerk-Y" "LAYING" 18 0.0117018961415385
"tBodyAccJerk-Y" "LAYING" 19 0.011149573306747
"tBodyAccJerk-Y" "LAYING" 20 0.00110822495382353
"tBodyAccJerk-Y" "LAYING" 21 0.0119943671007778
"tBodyAccJerk-Y" "LAYING" 22 0.00459834754236111
"tBodyAccJerk-Y" "LAYING" 23 0.01535144005125
"tBodyAccJerk-Y" "LAYING" 24 0.0119819524179167
"tBodyAccJerk-Y" "LAYING" 25 0.0284619311524658
"tBodyAccJerk-Y" "LAYING" 26 0.0124420033513158
"tBodyAccJerk-Y" "LAYING" 27 0.0126491088851351
"tBodyAccJerk-Y" "LAYING" 28 0.005939923320625
"tBodyAccJerk-Y" "LAYING" 29 0.0116912059556522
"tBodyAccJerk-Y" "LAYING" 30 0.0107680190087143
"tBodyAccJerk-Y" "SITTING" 1 -0.000619102785106384
"tBodyAccJerk-Y" "SITTING" 2 0.0116954511323913
"tBodyAccJerk-Y" "SITTING" 3 0.00272529134230769
"tBodyAccJerk-Y" "SITTING" 4 -0.0108582171094
"tBodyAccJerk-Y" "SITTING" 5 -0.00278773346136363
"tBodyAccJerk-Y" "SITTING" 6 2.55649800000023e-06
"tBodyAccJerk-Y" "SITTING" 7 0.0116863419310417
"tBodyAccJerk-Y" "SITTING" 8 -0.00657516306713044
"tBodyAccJerk-Y" "SITTING" 9 0.009817397262
"tBodyAccJerk-Y" "SITTING" 10 0.00897875458703704
"tBodyAccJerk-Y" "SITTING" 11 -0.000213838552075472
"tBodyAccJerk-Y" "SITTING" 12 0.0105990504054902
"tBodyAccJerk-Y" "SITTING" 13 -0.00112344092891837
"tBodyAccJerk-Y" "SITTING" 14 -0.00436185985848148
"tBodyAccJerk-Y" "SITTING" 15 -0.00898437589491525
"tBodyAccJerk-Y" "SITTING" 16 0.00985642890855072
"tBodyAccJerk-Y" "SITTING" 17 0.0056097104915625
"tBodyAccJerk-Y" "SITTING" 18 0.00694560289491228
"tBodyAccJerk-Y" "SITTING" 19 0.0137921005843836
"tBodyAccJerk-Y" "SITTING" 20 0.00597430268636364
"tBodyAccJerk-Y" "SITTING" 21 0.0121020139594259
"tBodyAccJerk-Y" "SITTING" 22 -0.000842715149193548
"tBodyAccJerk-Y" "SITTING" 23 0.0101351394211029
"tBodyAccJerk-Y" "SITTING" 24 0.00476702575745588
"tBodyAccJerk-Y" "SITTING" 25 0.00485415893230769
"tBodyAccJerk-Y" "SITTING" 26 0.00692238958961538
"tBodyAccJerk-Y" "SITTING" 27 0.004670724222
"tBodyAccJerk-Y" "SITTING" 28 0.0148338232684722
"tBodyAccJerk-Y" "SITTING" 29 0.00598531404666667
"tBodyAccJerk-Y" "SITTING" 30 0.00975692523887097
"tBodyAccJerk-Y" "STANDING" 1 0.00797573092830189
"tBodyAccJerk-Y" "STANDING" 2 0.0103291774794444
"tBodyAccJerk-Y" "STANDING" 3 0.00771663644590164
"tBodyAccJerk-Y" "STANDING" 4 -0.00653015693773214
"tBodyAccJerk-Y" "STANDING" 5 -0.00221990214464286
"tBodyAccJerk-Y" "STANDING" 6 0.00871883993421053
"tBodyAccJerk-Y" "STANDING" 7 0.00694700354075472
"tBodyAccJerk-Y" "STANDING" 8 0.00814951727462963
"tBodyAccJerk-Y" "STANDING" 9 0.0130699796066667
"tBodyAccJerk-Y" "STANDING" 10 0.0119007630575
"tBodyAccJerk-Y" "STANDING" 11 0.0124130965551064
"tBodyAccJerk-Y" "STANDING" 12 0.0100480041062295
"tBodyAccJerk-Y" "STANDING" 13 0.00762035230350877
"tBodyAccJerk-Y" "STANDING" 14 0.00579566182983333
"tBodyAccJerk-Y" "STANDING" 15 0.00617255520183019
"tBodyAccJerk-Y" "STANDING" 16 0.0120767950358846
"tBodyAccJerk-Y" "STANDING" 17 0.00657853452564103
"tBodyAccJerk-Y" "STANDING" 18 0.0104698718417123
"tBodyAccJerk-Y" "STANDING" 19 0.00991338273931507
"tBodyAccJerk-Y" "STANDING" 20 0.0116930221630137
"tBodyAccJerk-Y" "STANDING" 21 0.0100621171270225
"tBodyAccJerk-Y" "STANDING" 22 0.0107286964173016
"tBodyAccJerk-Y" "STANDING" 23 0.0105861517936765
"tBodyAccJerk-Y" "STANDING" 24 0.0109839689101449
"tBodyAccJerk-Y" "STANDING" 25 0.0066321397672973
"tBodyAccJerk-Y" "STANDING" 26 0.0081732226404054
"tBodyAccJerk-Y" "STANDING" 27 0.0122433312349875
"tBodyAccJerk-Y" "STANDING" 28 0.00907363218518987
"tBodyAccJerk-Y" "STANDING" 29 0.0115104978664615
"tBodyAccJerk-Y" "STANDING" 30 0.0120860416340678
"tBodyAccJerk-Y" "WALKING" 1 0.0282721095884211
"tBodyAccJerk-Y" "WALKING" 2 0.0182492679288136
"tBodyAccJerk-Y" "WALKING" 3 0.0100591485
"tBodyAccJerk-Y" "WALKING" 4 0.00295602428666667
"tBodyAccJerk-Y" "WALKING" 5 -0.0163194101232143
"tBodyAccJerk-Y" "WALKING" 6 -0.0164831715964912
"tBodyAccJerk-Y" "WALKING" 7 0.0184322723280702
"tBodyAccJerk-Y" "WALKING" 8 -0.00603947514583333
"tBodyAccJerk-Y" "WALKING" 9 0.0212255910017308
"tBodyAccJerk-Y" "WALKING" 10 0.00408248792641509
"tBodyAccJerk-Y" "WALKING" 11 0.0127682476559322
"tBodyAccJerk-Y" "WALKING" 12 0.0197766948336
"tBodyAccJerk-Y" "WALKING" 13 0.00308364501403509
"tBodyAccJerk-Y" "WALKING" 14 0.024116023559322
"tBodyAccJerk-Y" "WALKING" 15 0.00890588563518519
"tBodyAccJerk-Y" "WALKING" 16 0.00968444678235294
"tBodyAccJerk-Y" "WALKING" 17 0.0130098548360656
"tBodyAccJerk-Y" "WALKING" 18 0.0282745481892857
"tBodyAccJerk-Y" "WALKING" 19 0.0144113482019523
"tBodyAccJerk-Y" "WALKING" 20 -0.0210619558882353
"tBodyAccJerk-Y" "WALKING" 21 0.00235197553846154
"tBodyAccJerk-Y" "WALKING" 22 0.0356746339782609
"tBodyAccJerk-Y" "WALKING" 23 0.0148955926864407
"tBodyAccJerk-Y" "WALKING" 24 0.0121254591034483
"tBodyAccJerk-Y" "WALKING" 25 0.00351115201418919
"tBodyAccJerk-Y" "WALKING" 26 0.0196712144372881
"tBodyAccJerk-Y" "WALKING" 27 0.00161230290877193
"tBodyAccJerk-Y" "WALKING" 28 0.0226486602722222
"tBodyAccJerk-Y" "WALKING" 29 0.0223870454150943
"tBodyAccJerk-Y" "WALKING" 30 0.0219656545
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 1 0.0296504490408163
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 2 -0.00327959081489362
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 3 0.0109707769183673
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 4 0.00563780215111111
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 5 0.0137618233808511
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 6 0.00987685807166667
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 7 -0.0191061075170213
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 8 -0.0380193846210526
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 9 -0.0206865965952381
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 10 0.0107824902368421
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 11 0.0252274201521739
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 12 -0.0119289154608696
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 13 -0.00751868156382979
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 14 0.0291339421022222
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 15 0.01511589985
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 16 -0.0148114530276596
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 17 -0.0113826178208696
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 18 -0.000757069449090909
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 19 -0.0386872111282051
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 20 0.00436449644888889
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 21 -0.0213998492444444
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 22 0.0211126110833333
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 23 0.0375005150740741
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 24 -0.00447316273690909
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 25 -0.0195416626931035
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 26 -0.007131601642
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 27 0.0159869469363636
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 28 0.0143450903413043
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 29 0.000621016968750005
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 30 -0.00756110754193549
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 1 0.0194863076188679
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 2 -0.00970985514333333
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 3 0.0397249270484746
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 4 0.0234018993153846
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 5 0.0140130363106383
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 6 0.00371343419607843
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 7 -0.000812387078431372
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 8 0.014120592097561
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 9 0.00126612218367347
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 10 0.0266314282191489
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 11 -0.0132625289255556
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 12 -0.00689494886730769
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 13 -0.00128009758363636
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 14 -0.0183131159944444
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 15 -0.00417361847916667
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 16 0.0173729333352941
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 17 0.03083565139375
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 18 0.0211654691775862
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 19 0.056818586275
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 20 0.00659982629803922
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 21 -0.0156290073042553
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 22 0.0367082966285714
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 23 0.039986286827451
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 24 -0.0150816047830508
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 25 0.00925514041553846
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 26 0.00209171684890909
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 27 -0.0140229374470588
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 28 0.0222985408245098
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 29 -0.000689019191836735
"tBodyAccJerk-Y" "WALKING_UPSTAIRS" 30 -0.00358719228769231
"tBodyAccJerk-Z" "LAYING" 1 0.010834236361
"tBodyAccJerk-Z" "LAYING" 2 -0.00180264895625
"tBodyAccJerk-Z" "LAYING" 3 -0.00435625874355645
"tBodyAccJerk-Z" "LAYING" 4 -0.00641054328740741
"tBodyAccJerk-Z" "LAYING" 5 -0.00304067159653846
"tBodyAccJerk-Z" "LAYING" 6 0.00328817288070175
"tBodyAccJerk-Z" "LAYING" 7 -0.0131653918205769
"tBodyAccJerk-Z" "LAYING" 8 -0.0169218791344444
"tBodyAccJerk-Z" "LAYING" 9 -0.0070536778584
"tBodyAccJerk-Z" "LAYING" 10 0.00716689586275862
"tBodyAccJerk-Z" "LAYING" 11 0.00277690502070175
"tBodyAccJerk-Z" "LAYING" 12 -0.0043714837772
"tBodyAccJerk-Z" "LAYING" 13 -0.00988389709596774
"tBodyAccJerk-Z" "LAYING" 14 -0.0323601505045098
"tBodyAccJerk-Z" "LAYING" 15 -0.00443927981861111
"tBodyAccJerk-Z" "LAYING" 16 -0.00154105089764286
"tBodyAccJerk-Z" "LAYING" 17 -0.000143542544507042
"tBodyAccJerk-Z" "LAYING" 18 -0.00121344813430769
"tBodyAccJerk-Z" "LAYING" 19 -0.000988690855325301
"tBodyAccJerk-Z" "LAYING" 20 -0.00309891846569118
"tBodyAccJerk-Z" "LAYING" 21 -0.0139053438591111
"tBodyAccJerk-Z" "LAYING" 22 -0.00467438744166667
"tBodyAccJerk-Z" "LAYING" 23 -0.00628235060277778
"tBodyAccJerk-Z" "LAYING" 24 -0.00589225849902778
"tBodyAccJerk-Z" "LAYING" 25 -0.0307179435315068
"tBodyAccJerk-Z" "LAYING" 26 -0.00614755098663158
"tBodyAccJerk-Z" "LAYING" 27 -0.000685549292837838
"tBodyAccJerk-Z" "LAYING" 28 0.006009719386425
"tBodyAccJerk-Z" "LAYING" 29 0.00241542784130435
"tBodyAccJerk-Z" "LAYING" 30 -0.000374189681428571
"tBodyAccJerk-Z" "SITTING" 1 -0.00336779235021277
"tBodyAccJerk-Z" "SITTING" 2 0.00760546929869565
"tBodyAccJerk-Z" "SITTING" 3 -0.00423348373557692
"tBodyAccJerk-Z" "SITTING" 4 -0.0121499951596
"tBodyAccJerk-Z" "SITTING" 5 0.00338609594827273
"tBodyAccJerk-Z" "SITTING" 6 0.00623727782090909
"tBodyAccJerk-Z" "SITTING" 7 0.0162004141964583
"tBodyAccJerk-Z" "SITTING" 8 -0.0106808920069565
"tBodyAccJerk-Z" "SITTING" 9 -0.008674672651
"tBodyAccJerk-Z" "SITTING" 10 -0.00499566427666667
"tBodyAccJerk-Z" "SITTING" 11 0.00833400761716981
"tBodyAccJerk-Z" "SITTING" 12 -0.0020457599227451
"tBodyAccJerk-Z" "SITTING" 13 -0.0232397245106122
"tBodyAccJerk-Z" "SITTING" 14 -0.0105744513096296
"tBodyAccJerk-Z" "SITTING" 15 -0.00237207545345763
"tBodyAccJerk-Z" "SITTING" 16 -0.0115030575052174
"tBodyAccJerk-Z" "SITTING" 17 -0.0015544841534375
"tBodyAccJerk-Z" "SITTING" 18 0.00278757042058246
"tBodyAccJerk-Z" "SITTING" 19 0.00173106800213699
"tBodyAccJerk-Z" "SITTING" 20 0.00160134859924242
"tBodyAccJerk-Z" "SITTING" 21 -0.000175352166235294
"tBodyAccJerk-Z" "SITTING" 22 -0.0126852481958065
"tBodyAccJerk-Z" "SITTING" 23 -0.00148823351367647
"tBodyAccJerk-Z" "SITTING" 24 -0.00113300171426471
"tBodyAccJerk-Z" "SITTING" 25 0.00210760835861538
"tBodyAccJerk-Z" "SITTING" 26 -0.00780237981320513
"tBodyAccJerk-Z" "SITTING" 27 -0.00611285425957143
"tBodyAccJerk-Z" "SITTING" 28 0.000257854017638888
"tBodyAccJerk-Z" "SITTING" 29 0.003167700952
"tBodyAccJerk-Z" "SITTING" 30 -0.00278161828080645
"tBodyAccJerk-Z" "STANDING" 1 -0.00368524954709434
"tBodyAccJerk-Z" "STANDING" 2 -0.00837158846722222
"tBodyAccJerk-Z" "STANDING" 3 -0.00807177934114754
"tBodyAccJerk-Z" "STANDING" 4 -0.0211889890567857
